,Artist,Link,Title,Year,Genre
173,트윈 폴리오,https://www.melon.com/song/detail.htm?songId=175400,하얀 손수건,1969,포크/블루스
174,이미자,https://www.melon.com/song/detail.htm?songId=48738,한번 준 마음인데,1969,성인가요
175,남정희,https://www.melon.com/song/detail.htm?songId=3773396,가는 정 오는 정,1970,성인가요
176,정훈희,https://www.melon.com/song/detail.htm?songId=54300,그사람 바보야,1970,성인가요
177,나훈아,https://www.melon.com/song/detail.htm?songId=1621391,그정 못잊어,1970,성인가요
178,이상열,https://www.melon.com/song/detail.htm?songId=3621631,난이야,1970,성인가요
179,김추자,https://www.melon.com/song/detail.htm?songId=2749570,늦기전에,1970,록/메탈
180,김부자,https://www.melon.com/song/detail.htm?songId=1004591,당신은 철새,1970,성인가요
181,패티김,https://www.melon.com/song/detail.htm?songId=1768347,람디담디담,1970,성인가요
182,배성,https://www.melon.com/song/detail.htm?songId=4057384,망향,1970,성인가요
183,배성,https://www.melon.com/song/detail.htm?songId=3592995,무정한여인,1970,성인가요
184,나훈아,https://www.melon.com/song/detail.htm?songId=452881,바보같은 사나이,1970,성인가요
185,양미란,https://www.melon.com/song/detail.htm?songId=992953,범띠 아가씨,1970,"발라드, 성인가요"
186,투에이스,https://www.melon.com/song/detail.htm?songId=3006266,비둘기 집,1970,성인가요
187,패티김,https://www.melon.com/song/detail.htm?songId=1125953,사랑이란 두글자,1970,성인가요
188,패티김,https://www.melon.com/song/detail.htm?songId=1768335,사랑하는 당신이,1970,성인가요
189,조미미,https://www.melon.com/song/detail.htm?songId=1125841,서산 갯마을,1970,성인가요
190,김태희,https://www.melon.com/song/detail.htm?songId=4058660,소양강처녀,1970,성인가요
191,펄 시스터즈,https://www.melon.com/song/detail.htm?songId=53835,슬퍼도 떠나주마,1970,댄스
192,이상열,https://www.melon.com/song/detail.htm?songId=3621632,아마도 빗물이겠지,1970,성인가요
193,이미자,https://www.melon.com/song/detail.htm?songId=48714,아씨,1970,성인가요
194,Toi Et Moi,https://www.melon.com/song/detail.htm?songId=3595354,약속,1970,성인가요
195,김추자,https://www.melon.com/song/detail.htm?songId=2749571,월남에서 돌아온 김,1970,록/메탈
196,김상진,https://www.melon.com/song/detail.htm?songId=3622569,이정표 없는 거리,1970,성인가요
197,김부자,https://www.melon.com/song/detail.htm?songId=1004596,일자,1970,성인가요
198,나훈아,https://www.melon.com/song/detail.htm?songId=1767676,좋았다 싫어지면,1970,성인가요
199,히식스,https://www.melon.com/song/detail.htm?songId=3152954,사랑의,1970,록/메탈
200,트윈 폴리오,https://www.melon.com/song/detail.htm?songId=175401,축제의 노래,1970,포크/블루스
201,나훈아,https://www.melon.com/song/detail.htm?songId=1124701,가지마오,1971,성인가요
202,김상진,https://www.melon.com/song/detail.htm?songId=3622561,고향아줌마,1971,성인가요
203,남상규,https://www.melon.com/song/detail.htm?songId=1002283,고향의 강,1971,성인가요
204,박건,https://www.melon.com/song/detail.htm?songId=64065,그 사람 이름은 잊었지만,1971,성인가요
205,Toi Et Moi,https://www.melon.com/song/detail.htm?songId=5684137,그리운 사람끼리,1971,포크/블루스
206,정훈희,https://www.melon.com/song/detail.htm?songId=1632356,꽃동네 새동네,1971,발라드
207,은희,https://www.melon.com/song/detail.htm?songId=65440,꽃반지 끼고,1971,성인가요
208,키보이스,https://www.melon.com/song/detail.htm?songId=4024094,님 떠나갈 시간,1971,성인가요
209,김추자,https://www.melon.com/song/detail.htm?songId=47978,님은 먼 곳에,1971,성인가요
210,윤형주,https://www.melon.com/song/detail.htm?songId=2520607,라라라,1971,포크/블루스
211,나훈아,https://www.melon.com/song/detail.htm?songId=1573393,머나먼 고향,1971,성인가요
212,조미미,https://www.melon.com/song/detail.htm?songId=1125814,먼데서 오신 손님,1971,발라드
213,하춘화,https://www.melon.com/song/detail.htm?songId=439985,물새 한 마리,1971,성인가요
214,조미미,https://www.melon.com/song/detail.htm?songId=1125813,바다가 육지라면,1971,발라드
215,키보이스,https://www.melon.com/song/detail.htm?songId=4024086,바닷가의 추억,1971,성인가요
216,송창식,https://www.melon.com/song/detail.htm?songId=31618210,밤 비,1971,포크/블루스
217,서유석,https://www.melon.com/song/detail.htm?songId=992656,비야 비야,1971,포크/블루스
218,김태희,https://www.melon.com/song/detail.htm?songId=3621186,사랑하다 싫어지면,1971,성인가요
219,라나에로스포,https://www.melon.com/song/detail.htm?songId=468381,사랑해,1971,포크/블루스
220,Toi Et Moi,https://www.melon.com/song/detail.htm?songId=3006567,세월이 가면,1971,성인가요
221,송대관,https://www.melon.com/song/detail.htm?songId=58001,세월이 약이겠지요,1971,성인가요
222,서유석,https://www.melon.com/song/detail.htm?songId=3107048,아름다운 사람,1971,포크/블루스
223,한상일,https://www.melon.com/song/detail.htm?songId=3006425,애모의 노래,1971,성인가요
224,배호,https://www.melon.com/song/detail.htm?songId=1589369,울고싶어,1971,성인가요
225,하춘화,https://www.melon.com/song/detail.htm?songId=1126116,잘했군 잘했어,1971,성인가요
226,패티김,https://www.melon.com/song/detail.htm?songId=3006526,장미와 판타론,1971,성인가요
227,키보이스,https://www.melon.com/song/detail.htm?songId=992901,정든 배는 떠난다,1971,성인가요
228,김상희,https://www.melon.com/song/detail.htm?songId=1661567,참사랑,1971,성인가요
229,나훈아,https://www.melon.com/song/detail.htm?songId=1621394,찻집의 고독,1971,성인가요
230,송창식,https://www.melon.com/song/detail.htm?songId=86847,창밖에는 비 오고요,1971,포크/블루스
231,이현,https://www.melon.com/song/detail.htm?songId=3620958,춤추는 첫사랑,1971,성인가요
232,문정선,https://www.melon.com/song/detail.htm?songId=2531469,파초의 꿈,1971,성인가요
233,정미조,https://www.melon.com/song/detail.htm?songId=31568904,개 여울,1972,성인가요
234,이필원,https://www.melon.com/song/detail.htm?songId=54313,고독,1972,포크/블루스
235,김상진,https://www.melon.com/song/detail.htm?songId=4027654,고향이 좋아,1972,성인가요
236,문주란,https://www.melon.com/song/detail.htm?songId=1124134,공항의 이별,1972,성인가요
237,이용복,https://www.melon.com/song/detail.htm?songId=2425253,그 얼굴에 햇살을,1972,성인가요
238,방주연,https://www.melon.com/song/detail.htm?songId=1661316,그대 변치 않는다면,1972,성인가요
239,이장희,https://www.melon.com/song/detail.htm?songId=1767914,그애와 나랑은,1972,포크/블루스
240,김세환,https://www.melon.com/song/detail.htm?songId=4024004,길잃은 사슴,1972,포크/블루스
241,비둘기 시스터즈,https://www.melon.com/song/detail.htm?songId=8110835,까투리 사냥,1972,성인가요
242,정훈희,https://www.melon.com/song/detail.htm?songId=1632355,꽃길,1972,발라드
243,문정선,https://www.melon.com/song/detail.htm?songId=5744355,나의 노래,1972,성인가요
244,송창식,https://www.melon.com/song/detail.htm?songId=51313,내나라 내겨레,1972,포크/블루스
245,나훈아,https://www.melon.com/song/detail.htm?songId=1124711,녹슬은 기찻길,1972,성인가요
246,조미미,https://www.melon.com/song/detail.htm?songId=1125839,단골손님,1972,성인가요
247,김부자,https://www.melon.com/song/detail.htm?songId=1004592,달타령,1972,성인가요
248,이용복,https://www.melon.com/song/detail.htm?songId=3599588,달맞이 꽃,1972,포크/블루스
249,영 사운드,https://www.melon.com/song/detail.htm?songId=111317,달무리,1972,발라드
250,윤형주,https://www.melon.com/song/detail.htm?songId=1003617,두개의 작은 별,1972,포크/블루스
251,영 사운드,https://www.melon.com/song/detail.htm?songId=194116,등불,1972,성인가요
252,송창식,https://www.melon.com/song/detail.htm?songId=49337,딩동댕 지난 여름,1972,포크/블루스
253,박인희,https://www.melon.com/song/detail.htm?songId=48204,모닥불,1972,포크/블루스
254,나훈아,https://www.melon.com/song/detail.htm?songId=3622214,모정의 세월,1972,성인가요
255,김세환,https://www.melon.com/song/detail.htm?songId=989478,목장길 따라,1972,포크/블루스
256,나훈아,https://www.melon.com/song/detail.htm?songId=1124649,물레방아도는데,1972,성인가요
257,조미미,https://www.melon.com/song/detail.htm?songId=1550175,사랑은 장난이 아니랍니다,1972,성인가요
258,최안순,https://www.melon.com/song/detail.htm?songId=3486208,산까치야,1972,성인가요
259,이연실,https://www.melon.com/song/detail.htm?songId=608075,새색시 시집가네,1972,포크/블루스
260,양희은,https://www.melon.com/song/detail.htm?songId=47173,세노야 세노야,1972,포크/블루스
261,김민기,https://www.melon.com/song/detail.htm?songId=622473,아침 이슬,1972,포크/블루스
262,투코리안스,https://www.melon.com/song/detail.htm?songId=3618896,언덕에 올라,1972,성인가요
263,이수미,https://www.melon.com/song/detail.htm?songId=1713585,여고시절,1972,성인가요
264,하춘화,https://www.melon.com/song/detail.htm?songId=91031,영암 아리랑,1972,성인가요
265,최동길,https://www.melon.com/song/detail.htm?songId=3486209,영원한 세실리아,1972,성인가요
266,에보니스,https://www.melon.com/song/detail.htm?songId=3376749,영원히 사랑하리,1972,성인가요
267,조영남,https://www.melon.com/song/detail.htm?songId=2467956,옛생각,1972,성인가요
268,Trippers,https://www.melon.com/song/detail.htm?songId=3006632,옛님,1972,성인가요
269,문정선,https://www.melon.com/song/detail.htm?songId=3621690,오라 오라 오라,1972,성인가요
